Date,Time,Day_of_Week,Barangay,Latitude,Longitude,Weather,Road_Condition,Vehicle_Type,Driver_Age,Driver_Gender,Accident_Type,Injuries,Fatalities
22/07/2022,5:31,Friday,San Vicente,14.09177001,121.335535,Rainy,Wet,Car,30,Female,Rear-end collision,1,0
16/07/2021,17:39,Friday,San Gregorio,14.05122651,121.3065631,Sunny,Gravel,Motorcycle,50,Male,Side-impact collision,3,0
24/12/2024,0:05,Tuesday,Dolores,14.04727351,121.3006292,Sunny,Dry,Motorcycle,40,Male,Single vehicle accident,1,0
27/03/2021,9:28,Saturday,IV-B,14.06117737,121.310062,Rainy,Wet,Car,32,Female,Rear-end collision,1,0
01/10/2021,15:38,Friday,San Mateo (Imok),14.06980584,121.3215336,Rainy,Wet,Car,24,Male,Head-on collision,2,0
27/07/2022,23:37,Wednesday,II-F (Villa Rey),14.08076225,121.3302966,Sunny,Dry,Truck,41,Male,Side-impact collision,2,0
06/08/2020,9:26,Thursday,VI-C (Bagong Pook),14.06064236,121.3098366,Rainy,Gravel,Motorcycle,30,Female,Side-impact collision,1,0
08/07/2020,3:02,Wednesday,San Pedro,14.07902818,121.3313946,Rainy,Wet,Motorcycle,18,Male,Single vehicle accident,0,0
19/12/2020,15:37,Saturday,II-E (San Anton),14.09011207,121.3403047,Sunny,Dry,Motorcycle,28,Male,Rear-end collision,0,1
16/10/2022,8:49,Sunday,San Bartolome (Matang-ag),14.05084902,121.3005277,Sunny,Dry,Motorcycle,20,Female,Rear-end collision,0,0
23/12/2021,16:51,Thursday,Bautista,14.0494252,121.3007477,Stormy,Wet,Car,40,Female,Pedestrian accident,1,0
31/08/2024,6:56,Saturday,Concepcion (Bunot),14.08973964,121.3374294,Sunny,Dry,Tricycle,29,Male,Single vehicle accident,0,0
17/09/2020,14:25,Thursday,San Francisco (Calihan),14.07660613,121.3308436,Sunny,Dry,Car,34,Female,Rear-end collision,2,0
08/08/2024,11:53,Thursday,II-C (Unson),14.06837021,121.3361025,Sunny,Dry,Motorcycle,44,Female,Rear-end collision,0,0
31/10/2022,1:29,Monday,VI-E (YMCA),14.08111841,121.3313892,Rainy,Potholes,Motorcycle,31,Male,Pedestrian accident,1,0
11/12/2022,8:33,Sunday,San Joaquin,14.04805468,121.3013561,Rainy,Wet,Motorcycle,35,Female,Pedestrian accident,1,0
24/09/2023,22:36,Sunday,Santa Isabel,14.07062218,121.3214339,Sunny,Gravel,Car,52,Male,Rear-end collision,0,0
22/05/2022,19:12,Sunday,Soledad (Macopa),14.07924557,121.3306865,Sunny,Dry,Car,28,Male,Head-on collision,2,1
29/01/2024,9:08,Monday,San Lucas 1 (Sabang),14.08912475,121.339203,Cloudy,Dry,Motorcycle,46,Male,Rear-end collision,3,0
27/10/2023,17:43,Friday,VII-A (P. Alcantara),14.06870561,121.3207165,Sunny,Gravel,Motorcycle,33,Female,Head-on collision,3,1
16/08/2023,22:44,Wednesday,IV-C,14.0595656,121.3099196,Rainy,Wet,Truck,34,Male,Head-on collision,1,0
30/01/2024,16:50,Tuesday,San Isidro (Balagbag),14.0828333,121.3393448,Cloudy,Dry,Motorcycle,44,Male,Rear-end collision,3,0
22/11/2020,17:58,Sunday,San Nicolas (Mag-ampong),14.06076869,121.3086635,Sunny,Potholes,Car,36,Male,Pedestrian accident,1,0
25/05/2024,6:20,Saturday,San Marcos (Tikew),14.051504,121.3012353,Sunny,Potholes,Bicycle,27,Male,Head-on collision,0,1
13/06/2023,3:02,Tuesday,V-A,14.07692962,121.3277341,Rainy,Wet,Motorcycle,24,Male,Single vehicle accident,0,0
26/02/2024,21:39,Monday,III-A (Hermanos Belen),14.09452033,121.3456257,Rainy,Wet,Motorcycle,31,Male,Pedestrian accident,1,0
11/12/2024,16:46,Wednesday,VII-C,14.07197047,121.3219502,Sunny,Dry,Motorcycle,24,Male,Single vehicle accident,0,0
25/08/2023,17:25,Friday,San Diego (Tilim),14.08876978,121.3399253,Sunny,Potholes,Bicycle,34,Male,Side-impact collision,2,2
16/09/2023,18:33,Saturday,II-D (Bulante),14.06892206,121.3205846,Rainy,Potholes,Motorcycle,38,Male,Rear-end collision,1,0
13/02/2021,7:18,Saturday,II-C (Unson),14.05311467,121.3042714,Sunny,Dry,Car,48,Male,Single vehicle accident,0,0
11/04/2023,2:34,Tuesday,Santiago II (Bulaho),14.07477311,121.3015105,Sunny,Dry,Motorcycle,32,Male,Side-impact collision,4,1
19/06/2023,19:17,Monday,San Vicente,14.07815733,121.3256345,Rainy,Wet,Car,39,Female,Rear-end collision,0,0
24/01/2020,1:50,Friday,Santa Maria Magdalena (Boe / Kuba),14.08962855,121.3404848,Rainy,Wet,Tricycle,39,Male,Pedestrian accident,3,0
03/09/2023,21:34,Sunday,Santo Cristo,14.08021924,121.3305419,Sunny,Dry,Bicycle,27,Male,Rear-end collision,4,0
28/10/2022,2:17,Friday,VII-B,14.05876693,121.3112195,Rainy,Wet,Car,44,Male,Side-impact collision,1,0
25/09/2022,13:40,Sunday,Santiago II (Bulaho),14.07967635,121.3289448,Rainy,Wet,Truck,40,Female,Head-on collision,7,0
02/09/2021,19:44,Thursday,Santa Monica,14.08002618,121.3313091,Cloudy,Dry,Truck,42,Female,Side-impact collision,3,0
15/06/2020,16:55,Monday,VI-C (Bagong Pook),14.07876623,121.3316133,Sunny,Dry,Car,55,Male,Pedestrian accident,1,0
23/04/2020,11:14,Thursday,VI-C (Bagong Pook),14.09611699,121.3131366,Sunny,Dry,Motorcycle,35,Male,Pedestrian accident,1,0
31/03/2024,9:04,Sunday,Santisimo Rosario (Balagbag),14.06997121,121.3203475,Sunny,Dry,Motorcycle,33,Male,Rear-end collision,1,0
07/05/2024,16:32,Tuesday,II-E (San Anton),14.05070216,121.2995911,Sunny,Dry,Bus,38,Male,Pedestrian accident,3,0
15/11/2022,14:58,Tuesday,San Joaquin,14.04929096,121.3010212,Sunny,Potholes,Car,34,Female,Side-impact collision,4,1
31/03/2024,21:46,Sunday,San Diego (Tilim),14.04920175,121.2992612,Rainy,Wet,Car,40,Male,Head-on collision,1,0
04/12/2020,22:47,Friday,Bautista,14.05586979,121.3419797,Sunny,Dry,Truck,28,Female,Side-impact collision,1,0
18/06/2020,2:03,Thursday,San Cristobal,14.06996734,121.3198481,Sunny,Dry,Motorcycle,24,Female,Single vehicle accident,1,0
01/12/2023,13:11,Friday,II-C (Unson),14.0708266,121.3203276,Cloudy,Dry,Motorcycle,27,Male,Pedestrian accident,4,0
14/08/2020,0:08,Friday,IV-A,14.09192846,121.3402788,Sunny,Dry,Motorcycle,18,Male,Side-impact collision,1,0
01/04/2022,15:33,Friday,San Buenaventura (Palakpakin),14.07816201,121.3308992,Cloudy,Dry,Motorcycle,33,Male,Rear-end collision,2,0
27/07/2024,5:51,Saturday,Santo Cristo,14.08848065,121.3387615,Rainy,Wet,Car,24,Female,Head-on collision,3,1
21/08/2021,0:10,Saturday,Santo Angel (Ilog),14.09005934,121.3386055,Sunny,Dry,Tricycle,32,Male,Side-impact collision,1,0
02/01/2020,0:34,Thursday,San Diego (Tilim),14.08781772,121.3299918,Cloudy,Potholes,Car,36,Male,Side-impact collision,3,0
26/02/2022,4:27,Saturday,San Lucas 1 (Sabang),14.09553265,121.3158707,Sunny,Dry,Truck,24,Female,Single vehicle accident,1,0
24/06/2020,0:54,Wednesday,Santisimo Rosario (Balagbag),14.06848867,121.3341575,Sunny,Dry,Motorcycle,20,Male,Side-impact collision,3,0
04/02/2021,20:33,Thursday,San Juan (Putol),14.07075532,121.3194234,Sunny,Dry,Motorcycle,40,Male,Head-on collision,0,1
14/06/2021,23:49,Monday,San Vicente,14.05853506,121.3111841,Sunny,Potholes,Motorcycle,32,Male,Side-impact collision,2,0
04/01/2024,17:34,Thursday,Concepcion (Bunot),14.06021529,121.3114882,Stormy,Gravel,Car,35,Male,Single vehicle accident,0,0
05/10/2024,1:31,Saturday,III-E,14.07011299,121.3200919,Sunny,Gravel,Motorcycle,18,Female,Side-impact collision,1,0
31/08/2024,23:37,Saturday,San Joaquin,14.04885199,121.3012918,Sunny,Gravel,Motorcycle,35,Male,Side-impact collision,4,0
01/11/2020,18:35,Sunday,San Gregorio,14.05916626,121.3103126,Sunny,Dry,Motorcycle,28,Female,Rear-end collision,1,0
26/10/2020,18:20,Monday,San Jose (Malamig),14.08060274,121.3302735,Sunny,Dry,Motorcycle,45,Female,Side-impact collision,4,0
28/12/2022,8:39,Wednesday,III-A (Hermanos Belen),14.09113653,121.3255794,Rainy,Gravel,Truck,18,Male,Rear-end collision,3,0
28/10/2024,4:55,Monday,San Antonio 1 (Balanga),14.080568,121.3300758,Sunny,Dry,Motorcycle,35,Male,Head-on collision,4,0
24/10/2023,8:38,Tuesday,San Mateo (Imok),14.04960639,121.298621,Sunny,Dry,Motorcycle,33,Female,Rear-end collision,2,0
11/03/2024,7:08,Monday,II-E (San Anton),14.07178065,121.3490122,Rainy,Wet,Car,34,Female,Rear-end collision,2,0
28/11/2021,20:52,Sunday,Santiago 1 (Bulaho),14.08048025,121.3306064,Rainy,Gravel,Car,44,Male,Side-impact collision,0,0
01/02/2021,20:18,Monday,Bautista,14.08050015,121.3164611,Sunny,Dry,Car,36,Male,Rear-end collision,1,0
29/01/2022,7:25,Saturday,Dolores,14.05018594,121.3002071,Sunny,Dry,Motorcycle,42,Male,Rear-end collision,0,0
21/11/2021,18:39,Sunday,San Gabriel (Butucan),14.05993271,121.3092866,Sunny,Dry,Motorcycle,27,Male,Pedestrian accident,1,0
21/03/2021,19:46,Sunday,San Lucas 1 (Sabang),14.07960583,121.3279104,Sunny,Potholes,Tricycle,51,Male,Pedestrian accident,2,0
02/04/2022,18:11,Saturday,Concepcion (Bunot),14.09554207,121.3366769,Sunny,Dry,Car,40,Female,Pedestrian accident,2,0
22/02/2022,11:05,Tuesday,V-D,14.06046306,121.309667,Sunny,Dry,Motorcycle,47,Female,Rear-end collision,2,0
10/02/2020,12:47,Monday,San Rafael (Buluburan),14.06242507,121.3164294,Sunny,Gravel,Car,35,Male,Rear-end collision,2,0
24/06/2020,10:02,Wednesday,Santa Maria Magdalena (Boe / Kuba),14.07077808,121.320356,Rainy,Wet,Car,21,Male,Pedestrian accident,4,0
11/11/2021,19:08,Thursday,II-D (Bulante),14.08081204,121.3295965,Rainy,Wet,Bus,23,Female,Single vehicle accident,2,0
02/03/2021,17:23,Tuesday,I-A (Sambat),14.06812996,121.3227213,Rainy,Wet,Motorcycle,32,Male,Rear-end collision,1,0
13/12/2020,17:52,Sunday,Santa Catalina (Sandig),14.055289,121.3313537,Sunny,Dry,Motorcycle,35,Male,Side-impact collision,4,0
11/06/2021,19:59,Friday,San Mateo (Imok),14.0501456,121.3009937,Sunny,Dry,Bicycle,37,Male,Head-on collision,3,0
23/01/2020,0:16,Thursday,Santa Elena,14.06059066,121.3094561,Sunny,Dry,Motorcycle,41,Male,Rear-end collision,3,0
15/06/2024,12:42,Saturday,Soledad (Macopa),14.05864714,121.3098425,Rainy,Wet,Motorcycle,38,Male,Side-impact collision,0,0
09/02/2021,1:59,Tuesday,San Francisco (Calihan),14.05920501,121.3094651,Rainy,Wet,Truck,40,Female,Side-impact collision,1,0
23/08/2020,19:47,Sunday,III-D (Vilongco),14.0943623,121.3025456,Rainy,Gravel,Motorcycle,24,Male,Side-impact collision,3,0
10/05/2022,8:00,Tuesday,Santisimo Rosario (Balagbag),14.09021772,121.3393409,Rainy,Gravel,Motorcycle,32,Male,Rear-end collision,4,0
10/04/2024,21:44,Wednesday,Santa Maria,14.05939203,121.3091521,Rainy,Wet,Tricycle,38,Male,Head-on collision,2,1
10/04/2023,1:12,Monday,VII-A (P. Alcantara),14.04979374,121.3010549,Sunny,Dry,Truck,39,Male,Head-on collision,4,0
16/06/2021,10:53,Wednesday,San Antonio 2 (Sapa),14.08203935,121.3296841,Sunny,Gravel,Car,52,Male,Side-impact collision,2,0
08/04/2022,14:55,Friday,II-B (Guadalupe 1),14.07961132,121.3310146,Sunny,Dry,Motorcycle,44,Female,Side-impact collision,1,0
23/03/2022,7:18,Wednesday,Santa Maria,14.06505925,121.3110004,Sunny,Dry,Motorcycle,31,Male,Rear-end collision,3,1
30/12/2020,12:52,Wednesday,V-C,14.04959403,121.3009588,Cloudy,Potholes,Car,30,Female,Head-on collision,2,0
22/02/2022,13:31,Tuesday,San Crispin (Lumbangan),14.06884651,121.331625,Rainy,Wet,Bus,34,Male,Single vehicle accident,2,0
28/04/2023,7:39,Friday,VII-B,14.08927864,121.3393408,Sunny,Dry,Car,34,Female,Single vehicle accident,0,0
14/06/2023,16:42,Wednesday,IV-A,14.06996546,121.3200448,Sunny,Dry,Tricycle,18,Male,Head-on collision,4,2
26/05/2022,4:48,Thursday,III-E,14.07820346,121.3289376,Rainy,Gravel,Car,34,Male,Single vehicle accident,1,1
16/02/2020,8:30,Sunday,II-F (Villa Rey),14.08001629,121.330903,Rainy,Wet,Truck,33,Male,Pedestrian accident,2,0
18/07/2022,9:38,Monday,San Juan (Putol),14.05063941,121.2998101,Sunny,Dry,Motorcycle,35,Female,Side-impact collision,1,0
24/02/2020,8:23,Monday,San Buenaventura (Palakpakin),14.06037718,121.3495295,Sunny,Dry,Bus,42,Female,Head-on collision,7,0
26/08/2020,1:36,Wednesday,San Marcos (Tikew),14.08885953,121.3299608,Sunny,Dry,Car,32,Male,Head-on collision,5,0
14/02/2024,16:54,Wednesday,Santo Angel (Ilog),14.08220492,121.3303347,Cloudy,Dry,Tricycle,45,Male,Side-impact collision,1,1
20/12/2023,7:48,Wednesday,V-B,14.06909946,121.3204598,Sunny,Potholes,Motorcycle,31,Male,Rear-end collision,3,0
12/09/2022,7:48,Monday,San Gabriel (Butucan),14.04981853,121.3011682,Sunny,Dry,Truck,39,Male,Side-impact collision,2,0
11/12/2021,4:04,Saturday,San Pedro,14.06943018,121.3180901,Sunny,Dry,Car,39,Male,Single vehicle accident,0,1
03/12/2021,0:25,Friday,San Gregorio,14.05401106,121.3050742,Sunny,Dry,Motorcycle,24,Male,Pedestrian accident,3,0
23/11/2022,5:12,Wednesday,Santa Catalina (Sandig),14.0600346,121.3101457,Sunny,Potholes,Car,38,Male,Single vehicle accident,1,0
07/09/2020,21:08,Monday,San Crispin (Lumbangan),14.05229453,121.2989472,Rainy,Wet,Car,45,Female,Rear-end collision,1,0
03/01/2020,18:51,Friday,San Lorenzo (Saluyan),14.07886354,121.3303257,Stormy,Wet,Tricycle,35,Female,Side-impact collision,2,0
18/10/2022,0:42,Tuesday,Soledad (Macopa),14.07996373,121.3302242,Sunny,Dry,Motorcycle,30,Male,Pedestrian accident,1,0
06/10/2023,22:48,Friday,San Lucas 1 (Sabang),14.06791087,121.3207816,Stormy,Wet,Motorcycle,37,Male,Rear-end collision,1,0
08/05/2023,7:17,Monday,II-D (Bulante),14.05486018,121.3335118,Sunny,Dry,Car,35,Male,Rear-end collision,0,1
08/07/2023,19:07,Saturday,V-B,14.08897935,121.3402623,Stormy,Wet,Car,20,Male,Pedestrian accident,0,0
02/03/2020,7:01,Monday,San Gabriel (Butucan),14.04939187,121.300608,Cloudy,Dry,Motorcycle,36,Male,Pedestrian accident,2,0
07/11/2022,16:45,Monday,II-D (Bulante),14.07472294,121.3206101,Rainy,Wet,Tricycle,44,Male,Pedestrian accident,0,0
29/12/2022,1:42,Thursday,San Diego (Tilim),14.07856728,121.328149,Cloudy,Dry,Car,19,Male,Side-impact collision,1,0
25/02/2020,7:05,Tuesday,IV-B,14.08181538,121.3172497,Sunny,Dry,Motorcycle,25,Female,Side-impact collision,1,0
06/05/2024,7:17,Monday,V-D,14.05229903,121.3073622,Rainy,Wet,Tricycle,57,Female,Rear-end collision,0,0
02/06/2022,14:04,Thursday,Bautista,14.07728069,121.3136703,Rainy,Wet,Car,24,Female,Pedestrian accident,2,0
11/07/2023,15:13,Tuesday,II-E (San Anton),14.07095537,121.3147727,Sunny,Gravel,Motorcycle,36,Female,Pedestrian accident,1,0
13/05/2022,20:35,Friday,San Gabriel (Butucan),14.06024561,121.3100017,Sunny,Dry,Bicycle,32,Female,Side-impact collision,1,0
29/03/2023,20:21,Wednesday,VI-B,14.089995,121.3410536,Rainy,Wet,Bus,24,Female,Rear-end collision,1,0
07/01/2021,2:17,Thursday,I-A (Sambat),14.05034407,121.3347139,Sunny,Dry,Motorcycle,33,Male,Side-impact collision,1,1
26/10/2023,10:49,Thursday,San Bartolome (Matang-ag),14.05116412,121.2982462,Cloudy,Potholes,Bus,46,Male,Pedestrian accident,2,0
11/06/2023,21:18,Sunday,San Jose (Malamig),14.09723534,121.3254787,Cloudy,Dry,Car,22,Male,Pedestrian accident,0,0
02/04/2020,0:43,Thursday,IV-B,14.09111956,121.3400972,Sunny,Dry,Truck,35,Male,Head-on collision,2,3
15/04/2021,17:11,Thursday,V-D,14.08877979,121.3449045,Cloudy,Dry,Bus,30,Female,Rear-end collision,3,0
22/12/2022,15:24,Thursday,III-E,14.05855792,121.3111369,Sunny,Dry,Motorcycle,30,Female,Side-impact collision,1,0
25/05/2024,18:16,Saturday,Del Remedio (Wawa),14.04881898,121.3003973,Cloudy,Dry,Motorcycle,43,Male,Head-on collision,6,0
11/10/2023,9:09,Wednesday,VII-B,14.06315316,121.3420235,Sunny,Dry,Motorcycle,24,Male,Rear-end collision,1,0
04/05/2023,19:30,Thursday,Dolores,14.08869621,121.3394866,Rainy,Wet,Motorcycle,23,Female,Pedestrian accident,1,0
24/07/2023,17:49,Monday,VI-E (YMCA),14.08877605,121.3405022,Sunny,Dry,Motorcycle,35,Female,Rear-end collision,1,0
14/06/2022,21:27,Tuesday,San Antonio 2 (Sapa),14.08953351,121.3065394,Sunny,Potholes,Car,31,Male,Pedestrian accident,1,0
24/09/2024,18:42,Tuesday,San Marcos (Tikew),14.06954543,121.3212382,Cloudy,Dry,Car,45,Male,Single vehicle accident,1,0
16/09/2022,8:31,Friday,Santa Ana,14.05039148,121.2995928,Rainy,Wet,Truck,32,Male,Rear-end collision,2,0
31/05/2021,17:45,Monday,San Antonio 2 (Sapa),14.08005315,121.3282309,Rainy,Wet,Car,52,Male,Rear-end collision,0,0
22/10/2023,3:37,Sunday,San Mateo (Imok),14.08367994,121.3277547,Sunny,Dry,Motorcycle,25,Female,Side-impact collision,1,1
26/07/2022,7:11,Tuesday,San Juan (Putol),14.09841752,121.345252,Sunny,Dry,Motorcycle,47,Male,Head-on collision,3,0
04/06/2020,6:01,Thursday,VII-C,14.05891417,121.3011169,Sunny,Dry,Tricycle,41,Male,Rear-end collision,3,1
04/06/2022,11:59,Saturday,III-F (Balagtas),14.07362051,121.3160033,Rainy,Wet,Truck,44,Male,Pedestrian accident,3,0
12/01/2022,3:32,Wednesday,Santa Filomena (Banagin),14.05227551,121.3168139,Sunny,Dry,Car,33,Female,Head-on collision,4,0
15/09/2024,0:49,Sunday,San Antonio 1 (Balanga),14.05019517,121.2994862,Cloudy,Dry,Car,21,Male,Pedestrian accident,2,0
14/04/2024,15:34,Sunday,San Francisco (Calihan),14.07201607,121.318202,Rainy,Potholes,Motorcycle,37,Male,Side-impact collision,2,0
27/06/2022,23:07,Monday,V-D,14.09768479,121.3205263,Sunny,Potholes,Motorcycle,47,Male,Rear-end collision,2,0
05/06/2022,4:00,Sunday,Santiago 1 (Bulaho),14.08000756,121.3317008,Rainy,Wet,Car,26,Male,Head-on collision,1,0
18/09/2024,17:51,Wednesday,I-A (Sambat),14.07929376,121.3316209,Sunny,Dry,Car,31,Male,Pedestrian accident,5,0
12/09/2023,14:37,Tuesday,II-A (Triangulo Guadalupe 2),14.09090821,121.3394936,Rainy,Potholes,Motorcycle,20,Male,Single vehicle accident,4,0
04/12/2021,0:26,Saturday,Soledad (Macopa),14.09125935,121.3055191,Rainy,Wet,Motorcycle,37,Female,Side-impact collision,1,0
27/07/2021,5:35,Tuesday,II-B (Guadalupe 1),14.05708296,121.3098864,Sunny,Dry,Car,21,Female,Head-on collision,2,0
19/10/2024,9:59,Saturday,III-B,14.054783,121.305542,Stormy,Gravel,Truck,39,Female,Rear-end collision,0,0
31/12/2022,18:10,Saturday,VI-C (Bagong Pook),14.04986774,121.2986211,Rainy,Potholes,Car,25,Male,Side-impact collision,3,0
22/03/2024,6:30,Friday,San Isidro (Balagbag),14.05995771,121.3109812,Sunny,Dry,Motorcycle,25,Female,Side-impact collision,3,1
11/12/2022,2:21,Sunday,II-E (San Anton),14.07010655,121.3201051,Sunny,Dry,Motorcycle,32,Male,Pedestrian accident,3,0
06/07/2020,7:09,Monday,II-A (Triangulo Guadalupe 2),14.09148438,121.3398319,Rainy,Wet,Truck,33,Female,Rear-end collision,2,0
16/10/2021,7:00,Saturday,San Antonio 1 (Balanga),14.08969939,121.3398712,Sunny,Gravel,Motorcycle,47,Female,Rear-end collision,3,0
17/12/2022,9:46,Saturday,San Crispin (Lumbangan),14.090505,121.3265053,Rainy,Wet,Motorcycle,27,Male,Pedestrian accident,0,0
27/12/2022,2:51,Tuesday,San Gabriel (Butucan),14.09122459,121.3110003,Rainy,Wet,Car,33,Male,Rear-end collision,2,0
01/07/2020,6:23,Wednesday,III-E,14.06067431,121.3098672,Sunny,Dry,Motorcycle,23,Male,Head-on collision,5,1
24/08/2023,5:17,Thursday,Santa Filomena (Banagin),14.06006909,121.3094907,Sunny,Dry,Truck,24,Male,Pedestrian accident,1,0
29/12/2022,1:30,Thursday,Santo Niño (Arsum),14.05184814,121.3212412,Sunny,Dry,Motorcycle,38,Male,Head-on collision,2,0
04/03/2024,7:38,Monday,III-B,14.0695735,121.3196094,Sunny,Dry,Motorcycle,35,Male,Rear-end collision,2,1
18/03/2021,12:51,Thursday,V-C,14.08017159,121.3293326,Sunny,Dry,Motorcycle,35,Male,Head-on collision,2,0
05/10/2023,16:39,Thursday,II-A (Triangulo Guadalupe 2),14.0810901,121.3305985,Sunny,Dry,Motorcycle,39,Male,Single vehicle accident,3,0
03/02/2020,6:38,Monday,Santo Cristo,14.0701695,121.3201862,Sunny,Dry,Car,55,Male,Rear-end collision,0,0
27/06/2023,9:00,Tuesday,II-F (Villa Rey),14.07910884,121.3308261,Sunny,Dry,Car,50,Female,Pedestrian accident,0,0
19/10/2024,6:49,Saturday,San Lucas 1 (Sabang),14.09133352,121.3384436,Sunny,Dry,Tricycle,47,Male,Head-on collision,2,2
03/02/2022,21:13,Thursday,San Nicolas (Mag-ampong),14.06223471,121.3198649,Sunny,Dry,Car,18,Male,Side-impact collision,3,0
20/07/2021,21:07,Tuesday,San Juan (Putol),14.06108235,121.3100846,Stormy,Wet,Car,38,Male,Single vehicle accident,0,0
28/12/2024,23:15,Saturday,VII-A (P. Alcantara),14.07464335,121.3050521,Rainy,Gravel,Motorcycle,51,Male,Rear-end collision,0,0
09/09/2024,15:21,Monday,San Diego (Tilim),14.09316127,121.3222472,Sunny,Dry,Car,35,Male,Side-impact collision,2,0
26/05/2023,18:55,Friday,San Buenaventura (Palakpakin),14.04918166,121.3001085,Rainy,Wet,Motorcycle,18,Female,Rear-end collision,1,0
21/08/2023,6:29,Monday,Santo Niño (Arsum),14.06139347,121.3103712,Rainy,Wet,Car,36,Female,Head-on collision,5,1
22/11/2020,15:48,Sunday,IV-C,14.06935023,121.319662,Rainy,Wet,Motorcycle,40,Male,Rear-end collision,0,0
02/11/2021,4:57,Tuesday,Soledad (Macopa),14.07975137,121.3300238,Rainy,Wet,Car,43,Female,Side-impact collision,1,0
04/07/2024,6:19,Thursday,IV-C,14.06960469,121.3203041,Stormy,Wet,Car,43,Female,Rear-end collision,1,0
11/01/2021,9:09,Monday,Santo Cristo,14.08061036,121.3311071,Cloudy,Dry,Tricycle,40,Male,Rear-end collision,1,0
26/03/2023,5:13,Sunday,San Antonio 1 (Balanga),14.09486878,121.3432387,Rainy,Wet,Tricycle,30,Male,Side-impact collision,0,1
04/01/2020,8:25,Saturday,San Jose (Malamig),14.09865676,121.3095602,Cloudy,Dry,Motorcycle,37,Male,Rear-end collision,2,0
19/02/2021,23:03,Friday,III-E,14.0633777,121.3374943,Sunny,Dry,Car,44,Male,Side-impact collision,3,0
16/02/2023,13:11,Thursday,VII-C,14.08055615,121.3304934,Rainy,Wet,Tricycle,53,Male,Head-on collision,4,1
20/05/2023,18:22,Saturday,San Rafael (Buluburan),14.0902275,121.3405505,Rainy,Wet,Motorcycle,48,Male,Rear-end collision,1,0
02/05/2023,5:24,Tuesday,VII-C,14.07482396,121.3454545,Rainy,Wet,Motorcycle,24,Male,Rear-end collision,3,0
27/05/2024,14:21,Monday,San Bartolome (Matang-ag),14.09834166,121.3279281,Sunny,Dry,Motorcycle,34,Male,Head-on collision,6,0
28/03/2024,13:07,Thursday,Santa Ana,14.08019787,121.3299305,Sunny,Dry,Motorcycle,41,Male,Pedestrian accident,2,0
28/08/2020,2:15,Friday,Santa Monica,14.08621165,121.3205747,Rainy,Wet,Motorcycle,34,Female,Head-on collision,0,0
08/08/2024,4:45,Thursday,V-B,14.09075659,121.3412203,Sunny,Dry,Motorcycle,48,Male,Rear-end collision,0,0
05/10/2021,6:23,Tuesday,San Nicolas (Mag-ampong),14.09422997,121.3383603,Rainy,Wet,Car,50,Male,Pedestrian accident,3,0
25/08/2020,11:26,Tuesday,San Ignacio,14.06998735,121.320253,Rainy,Wet,Car,34,Male,Rear-end collision,1,0
30/07/2024,13:46,Tuesday,San Lucas 1 (Sabang),14.0506235,121.2980379,Sunny,Potholes,Car,22,Male,Single vehicle accident,0,0
18/06/2024,9:20,Tuesday,V-C,14.08898642,121.3410676,Sunny,Dry,Car,46,Male,Single vehicle accident,1,1
28/12/2023,18:28,Thursday,Santiago II (Bulaho),14.06029569,121.309447,Sunny,Dry,Truck,23,Male,Head-on collision,2,0
17/05/2021,17:37,Monday,III-A (Hermanos Belen),14.05904396,121.3108613,Sunny,Dry,Motorcycle,26,Female,Single vehicle accident,1,1
19/03/2021,1:32,Friday,VI-C (Bagong Pook),14.09085297,121.3393851,Cloudy,Dry,Motorcycle,24,Female,Rear-end collision,1,0
21/03/2022,1:08,Monday,San Francisco (Calihan),14.05935135,121.309926,Sunny,Gravel,Truck,26,Male,Pedestrian accident,2,0
17/03/2022,21:10,Thursday,San Francisco (Calihan),14.08977165,121.3387846,Sunny,Dry,Tricycle,43,Male,Rear-end collision,2,1
22/03/2020,13:20,Sunday,San Lorenzo (Saluyan),14.08118839,121.3309604,Sunny,Dry,Motorcycle,30,Male,Single vehicle accident,0,1
13/10/2021,4:00,Wednesday,V-D,14.09080153,121.3386134,Sunny,Potholes,Motorcycle,39,Male,Side-impact collision,1,0
04/04/2023,4:32,Tuesday,San Antonio 2 (Sapa),14.08938257,121.3396409,Sunny,Gravel,Motorcycle,36,Male,Rear-end collision,2,0
27/09/2023,9:55,Wednesday,San Lucas 2 (Malinaw),14.06085798,121.3093821,Rainy,Wet,Motorcycle,46,Female,Single vehicle accident,1,1
24/02/2024,11:36,Saturday,Santa Isabel,14.0903058,121.3389488,Sunny,Dry,Car,48,Female,Pedestrian accident,0,0
14/01/2023,11:22,Saturday,San Nicolas (Mag-ampong),14.06894504,121.3409975,Sunny,Gravel,Car,36,Male,Head-on collision,4,0
27/01/2023,20:28,Friday,Santo Angel (Ilog),14.0798477,121.3284591,Sunny,Gravel,Bicycle,28,Female,Head-on collision,1,0
10/03/2021,17:52,Wednesday,VII-A (P. Alcantara),14.09131577,121.3405336,Rainy,Wet,Car,18,Male,Head-on collision,5,0
19/11/2024,0:13,Tuesday,II-E (San Anton),14.06923308,121.320106,Cloudy,Dry,Motorcycle,51,Male,Head-on collision,3,0
06/08/2024,17:31,Tuesday,San Lucas 1 (Sabang),14.0892082,121.3385457,Stormy,Wet,Motorcycle,25,Male,Rear-end collision,2,0
